gene_id	chrom	start	end	number_of_cds	gene_name	name_alias
FBgn0045478	3L	4028605	4032032	7	Gr64b	FBgn0035485;FBgn0052257;FBgn0061837;FBgn0063608;CG14986;CG32257;anon-WO0118547.604;Dmel64b;Gr64;GR64b
FBgn0035486	3L	4032062	4035703	9	Gr64d	CG33157;FBgn0053157;CG14987;CG33157;Dmel64d;Gr64;GR64d
FBgn0045476	3L	4032141	4035703	11	Gr64e	CG33157;FBgn0035487;FBgn0045481;FBgn0052258;FBgn0053157;DmGr64e;CG14988;Gustatory receptor 64A2;Gr64A2;CG33157;CG32258;Dmel64e;Gr64;GR64e;gr64e
FBgn0052255	3L	4035799	4037575	7	Gr64f	FBgn0035487;FBgn0045475;FBgn0045480;DmGr64f;CG14988;Gustatory receptor 64A3;Gr64A3;CG32255;Dmel64f;Gr64;GR64f
FBgn0035488	3L	4037523	4040482	5	CG11593	FBgn0027676;anon-EST:Posey64
FBgn0263832	3L	4040529	4042597	3	Rcd5	FBgn0011495;FBgn0035489;MCRS2;CG1135;l(3)r0166;lethal (3) rG166;l(3)rG166;MCRS1;dMCRS2;p78;dMCRS1;Reduction in Cnn Dots 5
FBgn0035490	3L	4046596	4059660	4	CG1136	novel
FBgn0042179	3L	4059770	4061923	5	Ugt305A1	FBgn0044780;FBgn0045873;anon-WO0153538.77;anon-WO0140519.104;Tes36;CG18869
FBgn0000449	3L	4062292	4064551	4	dib	FBgn0035492;Cyp302a1;CYP302A1;302a1;CG12028;l(3)dib;l(3)SH14;l(3)64Ak;Disembodied;Dib;Cyp;cytochrome P450;Cyp27
FBgn0024179	3L	4064152	4071717	10	wit	FBgn0014282;FBgn0015807;FBgn0027362;FBgn0027993;FBgn0035493;CG10776;STK-D;ALK3/BMPRII;l(3)64Aa;1262/15;SE20;l(3)SH12;Serine/threonine kinase-D;l(3)S126215;Stk-D;Wit;Wishful thinking;Wishful Thinking;WIT;Wit-C;BMP;Bone Morphogenetic Protein
FBgn0052259	3L	4069369	4070281	3	CG32259	FBgn0045168;NEST:bs27e11
FBgn0016013	3L	4072032	4073954	4	Faa	FBgn0035494;CG14993;l(3)64Al;dfaa;l(3)SH11
FBgn0004516	3L	4074077	4088744	28	Gad1	FBgn0001088;FBgn0001110;FBgn0016015;DGAD1;gad;GAD;dgad1;gad1;GAD1;Gad;dGad1;l(3)64An;DGad1;l(3)SH10;GAD[[1]];Glb;CG14994;GAD-1;glutamic acid decarboxylase;vesicular glutamic acid decarboxylase;glutamic acid decarboxylase-1;Glutamic acid decarboxylase-1;glutamatic acid decarboxylase;GABA synthetase;Glutamic acid decarboxylase;glutamic acid decarboxylase 1
FBgn0035495	3L	4087581	4092706	10	CG14989	FBgn0064973;BcDNA:GH06302
FBgn0035496	3L	4093207	4094344	2	CG14990	SPH97
FBgn0035497	3L	4094343	4103256	42	CG14995	FBgn0044443;FBgn0044616;FBgn0045265;FBgn0045286;CT34848;Gandalf;bs17f06.y1;NEST:bs15f01;NEST:bs17f06;anon-WO0140519.252
FBgn0035498	3L	4103564	4107116	2	Fit1	FBgn0062020;fit1;Fermitin1;CG14991;anon-WO0118547.421;fit 1;fermitin 1;Fit 1
FBgn0028484	3L	4108186	4114157	2	Ack	FBgn0060299;DACK;DAck;p145;ACK;CG14992;ACK2;BcDNA:GH10777;Ack
FBgn0035499	3L	4114289	4122388	6	Chd64	FBgn0025973;CT34849;CG14996;clone 1.80;anon-EST:Liang-1.80;CG-14996
FBgn0264693	3L	4122907	4134550	61	ens	FBgn0035500;FBgn0086232;ensc;CG14998;Dm-308;swoosh;Ensconsin
FBgn0260985	3L	4134860	4136038	2	RfC4	FBgn0026776;FBgn0002460;FBgn0004708;FBgn0015287;FBgn0043808;RfC40;l(3)Rfc4;CG14999;l(3)e20;DmRFC4;Rfc4;l(3)dsl-1;l(3)dsl1;l(3)A1;lethal (3) SG13;l(3)SG13;154910_at;Rfc40;l(3)64Ai;rfc4;l(3)rfc40;rfc[40];l(3)SH17;rfc;BEST:GH24992;Replication-factor-C 40kD subunit;rfc40;RFC40
FBgn0004574	3L	4136359	4138996	2	Rop	FBgn0014289;ROP;rop(Sec1);l(3)64Ah;rop;CG15811;ras2;l(3)SH16;cs1;ras opposite;SEC1;sec1;Unc18
FBgn0003206	3L	4139076	4141398	3	Ras64B	FBgn0063029;ras oncogene;ras;Ras;Dras2;Ras2;ras2;DRas2;RAS;Dras64B;ras-2;D-ras2;c-ras2;D-ras-2;Dmras64B;Dm-ras-64B;CG1167;C-ras2;BcDNA:RE36103;small GTP binding protein;RAS2;RAS64B
FBgn0004552	3L	4141467	4142070	2	Akh	FBgn0004086;FBgn0004508;adipokinetic hormone;akh;dAkh;AKH;Drm-AKH;Hypertrehaloseaemic-hormone;Hrth;CG1171;Adipokinetic hormone-like;Adipokinetic Hormone;adipo- kinetic hormone;AKH1;dAKH;ADKH;DrmAKH
FBgn0052260	3L	4142364	4145966	14	CG32260	FBgn0064957;BcDNA:GH24648
FBgn0035501	3L	4148696	4152473	11	CG1299	SP18;c-SP18
FBgn0259986	3L	4153618	4160932	13	nab	FBgn0065124;FBgn0053545;CG15001;CG15000;FBgn0016012;FBgn0035502;FBgn0035503;FBgn0069097;CG33545;lethal (3) SH143;l(3)SH143;l(2)SH3 143;CG15001;CG15000;dnab;l(3)64Aj;l(3)SH21;dNAB;Nab;NAB
FBgn0011653	3L	4161666	4167464	9	mas	SPH79;c-SPH79;CG15002;Masquerade;Mas
FBgn0261274	3L	4170404	4173789	5	Ero1L	FBgn0028736;FBgn0014288;kiga;ERO1-L;CG1333;Ero1L;Endoplasmic reticulum oxidoreductin-1L;l(3)SH22;lethal (3) 64Ag;l(3)64Ag;Ero1l;ero1L;Ero1
FBgn0040696	3L	4173884	4192968	4	CG18675	
FBgn0035504	3L	4174859	4178270	8	Teh4	FBgn0046481;CG15003;TEH4;anon-WO0172774.111
FBgn0035505	3L	4178980	4188023	10	Teh2	CG15004;TEH2
FBgn0040697	3L	4182645	4184663	1	Teh3	CG18676;TEH3
FBgn0003710	3L	4188499	4193788	3	tipE	TipE;temperature-induced paralysis locus E;tip-E;CG1232;temperature-induced-paralytic-E;temperature-induced paralysis, locus E
FBgn0263110	3L	4193993	4224003	49	CG43367	CG1295;CG1308;FBgn0035507;FBgn0035509;CG1332;FBgn0035514;CG1308;CG1295;CG1332
FBgn0035508	3L	4200825	4204339	2	CG15005	
FBgn0035510	3L	4207838	4209178	2	Cpr64Aa	CG15006;DmelCpr64Aa
FBgn0035511	3L	4210880	4211540	2	Cpr64Ab	CG15007;DmelCpr64Ab
FBgn0035512	3L	4211964	4212915	2	Cpr64Ac	CG15008;DmelCpr64Ac
FBgn0035513	3L	4215379	4216414	2	Cpr64Ad	CG1259;DmelCpr64Ad
FBgn0001257	3L	4224006	4236147	10	ImpL2	neural and ectodermal development factor;IMPL2;Imp-L2;Imp-12;CT34862;IMP-L2;CG15009;ImpL-2;Imaginal morphogenesis protein-Late 2;GH28;ecdysone-inducible gene L2;Imaginal morphogenesis protein-late 2;imaginal morphogenesis protein-late 2;impL2
FBgn0035515	3L	4240173	4242603	14	CG14997	FBgn0064976;BcDNA:GH04863
FBgn0011692	3L	4242734	4246233	6	pav	FBgn0022345;Kinesin6;2A12;Pav-KLP;Pavarotti KLP;group D;pav-Klp;Pavarotti-KLP;Pav-klp;PAV/KLP;PAV-KLP;CG1258;anon2A12;DmKLP1/pav;PAV-MKLP;Mitotic kinesin-like protein 1;DmMKLP1;2A12MEL;0973/08;0934/13;Mklp1;anon-fast-evolving-2A12;anon-EST:fe2A12;Pav;Pav KLP;Pavarotti;PAV;pav-KLP;Pavarroti;Kinesin-6;Pav-Klp;PavKLP;kinesin-6;DmPav;DmPAV;KIF 23;KIF23;Pavarotti kinesin-like protein
FBgn0041171	3L	4246343	4254306	12	ago	FBgn0035516;FBgn0062079;cdc4;SCF[Ago];CG15010;DmFbw7;anon-WO0118547.345;Ago;Archipelago;FBXW3;FBXW7
FBgn0035517	3L	4254776	4256053	4	CG1265	FBgn0063067;BcDNA:RE09466
FBgn0035518	3L	4255991	4259152	10	CG15011	cg15011
FBgn0035519	3L	4259430	4261643	6	CG1309	
FBgn0035520	3L	4261297	4262470	4	CG11586	
FBgn0035522	3L	4263719	4277778	5	CG1273	1273
FBgn0053764	3L	4266789	4267503	4	CG33764	
FBgn0035523	3L	4277962	4281585	10	Ctl1	CG1311;DmCTL1
FBgn0035524	3L	4281504	4282817	2	CG11583	CG32253;FBgn0052253;CG32253;dBRX1
FBgn0261952	3L	4282956	4283478	1	srw	FBgn0003508;FBgn0035525;shrew;CG11582;Shrew
FBgn0035526	3L	4283851	4286865	8	CG1316	cg1316
FBgn0015829	3L	4287038	4288349	6	TfIIEbeta	TFIIE;E[[S]];CG1276;dTFIIES;dTFIIE-S;TfIIE;TfIIEbeta;TFIIE small subunit;TFIIEbeta;TFIIbeta
FBgn0041630	3L	4288641	4291211	7	Hexo1	FBgn0035527;HEX1;HEX 1;DmHex1;CG1318;HEXO1;hexosaminidase 1
FBgn0035528	3L	4291208	4292246	4	CG15012	
FBgn0035529	3L	4292482	4293432	2	Fdx2	FBgn0047176;FBgn0062960;BcDNA:RH09920;BcDNA:RE08888;CG1319;Fdxh2;ferredoxin
FBgn0066365	3L	4294004	4307718	2	dyl	FBgn0035530;CG15013;Dusky-like;Dyl
FBgn0052251	3L	4313483	4318608	14	Claspin	FBgn0035531;CG1326;claspin;CG32251;Claspin
FBgn0052250	3L	4318755	4321109	6	PMP34	FBgn0035531;FBgn0064886;CG1326;BcDNA:RE36975;dPMP34;CG32250
FBgn0035532	3L	4321105	4322259	1	CG15014	
FBgn0035533	3L	4322491	4364102	49	Cip4	FBgn0040698;CG15015;DCIP4;CG11341;cip4;Cdc42-interacting protein 4;dCIP4;Cdc42-Interacting Protein 4;dcip4;Cip4;CIP4
FBgn0035534	3L	4364550	4365243	3	mRpS6	FBgn0047039;MRP-S6;CG15016;BcDNA:RH10862;Mrps6
FBgn0053514	3L	4365434	4366671	2	CG33514	CG15017;CG15018;FBgn0035535;FBgn0035536;CG15018;CG15017
FBgn0035537	3L	4366494	4367458	1	CG11342	
FBgn0035538	3L	4367649	4380387	7	DopEcR	FBgn0046593;FBgn0046595;CG18314;anon-WO0170980.140;anon-WO0170980.139;DmDopEcR;dopamine/ecdysteroid receptor;DopEcR;dop;DopECR
FBgn0052240	3L	4380864	4381629	3	CG32240	FBgn0045833;FBgn0064977;BEST:GH04494;BcDNA:GH04494
FBgn0035539	3L	4384442	4403181	8	slow	N-like;CT22877;slomo;slowmotion;CG7447;Slow;Slowdowm;blr;blade runner
FBgn0035540	3L	4403487	4405168	4	Syx17	syntaxin;DmSyx17;Dm Syx17;CG7452;Syntaxin;Syx;Syntaxin17;S17;syx17;Stx17
FBgn0035541	3L	4405127	4406059	3	CG15019	
FBgn0035542	3L	4406943	4420648	23	DOR	CG11347;DOR;dDOR
FBgn0035543	3L	4421662	4426621	8	CG15020	
FBgn0000038	3L	4429349	4435993	7	nAChRbeta1	beta1 nAChR;nicotinic Acetylcholine Receptor beta 64B;nAChR;ARD;CG12606;ard;AChR;beta 64B;AChR protein of Drosophila;Acr64B;Ard;AChR64B;CG11348;AcrD;AchR64B;nAcRbeta-64B;Dbeta1;CG11348-PA;nicotinic acetylcholine receptorb-64B;nAcR64B;nAChR-beta64B;nAChRbeta1;nicotinic Acetylcholine  Receptor beta1
FBgn0035544	3L	4436721	4438311	2	CG15021	CT34875
FBgn0035545	3L	4446573	4448072	7	CG12607	FBgn0061392;BcDNA:RE67729
FBgn0035546	3L	4457177	4458163	2	CG11345	
FBgn0035547	3L	4459193	4460317	2	CG15022	FBgn0062451;BcDNA:RE24507
FBgn0035548	3L	4460622	4461504	6	CG15023	
FBgn0040699	3L	4462974	4463823	2	CG15024	
FBgn0052241	3L	4465105	4466630	2	CG32241	
FBgn0052249	3L	4470001	4471012	2	CG32249	
FBgn0052248	3L	4471749	4472438	2	CG32248	
FBgn0035550	3L	4473068	4475095	2	CG11349	
FBgn0035551	3L	4480283	4481487	2	CG7465	
FBgn0035552	3L	4482809	4484370	2	CG11350	
FBgn0035553	3L	4485159	4490963	3	CG13722	
FBgn0035554	3L	4496883	4497777	2	CG13721	
FBgn0035555	3L	4498856	4500500	1	CG13720	
FBgn0261526	3L	4501652	4508433	18	NT1	FBgn0084557;FBgn0260984;FBgn0087009;FBgn0260813;CG32244;CG32242;FBgn0052242;FBgn0035556;FBgn0052244;dNT1;Spz2;CG18318;DNT1;CT30097;spz2;CG42576;CG32242;CG32244;spatzle 2;Drosophila Neurotrophin1;Spatzle 2;Spz-2;SPZ2
FBgn0014073	3L	4510698	4532145	5	Tie	tie;RTK;CG7525;tyrosine kinase;DPR1;Tyrosine kinase with Ig and epidermal growth factor homology domain
FBgn0035557	3L	4533170	4539270	10	CG11353	FBgn0046438;anon-WO0172774.162
FBgn0052243	3L	4539302	4541244	6	CG32243	FBgn0063061;BcDNA:RE12890
FBgn0035558	3L	4542051	4553457	6	CG11357	FBgn0047279;BcDNA:GM04393;dbeta3GnT;GalT2
FBgn0053777	3L	4554537	4555236	4	CG33777	
FBgn0260657	3L	4556087	4592295	56	CG42540	FBgn0035559;FBgn0035560;FBgn0040700;FBgn0052245;CG13719;CG32245;CG13719;CG7468;CG13718;CG32245
FBgn0262733	3L	4592447	4626196	27	Src64B	FBgn0003501;FBgn0022792;FBgn0035561;FBgn0086537;Src64;src;D-Src64B;Src;src64;src64B;CG7524;src64b;dSrc;DSrc64B;Dsrc64B;SRC 64B;DSrc64;DmHD-358;dsrc;Dsrc64;Dm SRC1;DSRC64;DSrc;Src1;Dsrc;D-src;c-src;src1;HD-358;C-src1;Src proto oncogene sequence;MRE5;mRNA-like ncRNA in embryogenesis 5;Src64b;SRC64B;c-Src;dSrc64B
FBgn0052246	3L	4621219	4622985	1	CG32246	
FBgn0015805	3L	4626734	4629467	4	HDAC1	FBgn0003632;FBgn0003634;FBgn0010843;FBgn0016893;dRPD3;RPD3;DRpd3;rpd3;HDAC1;l(3)04556;Hdac1;CG7471;rpd[3];dmHDA401;Rpd3/HDAC;HDAC;dRpd3;dHDAC1;HDAC-1;dHDAC-1;DmHDAC1;E(var)3-64BC;l(3)64Cc;Su(var)326;Su(var)328;Suppressor of variegation 326;Histone Deacetylase 1 (HDAC1);Rpd3 histone deacetylase;Rpd3;Su(var)3-26;histone deacetylase 1;DHDAC1;drpd3;hdac1;Su(var)3-64B;Histone Deacetylase 1;reduced potassium dependency 3;histone deacetylase;Histone Deacetylase-1;Hdac;Hdac1/Rpd3;histone deacetylase RPD3;DmRpd3
FBgn0262870	3L	4629604	4687317	83	axo	CG42664;FBgn0261546;CG32234;CG13715;CG18296;FBgn0026729;FBgn0035564;FBgn0052234;FBgn0035566;CG13717;FBgn0035562;CG43225;CG42664;CG13715;CG32234;CT1277;CG18296;CG13717;Axotactin
FBgn0035563	3L	4634436	4634789	1	CG13716	HL1
FBgn0052238	3L	4648276	4650305	1	TTLL1B	FBgn0035565;CG7474;CG32238;TTLL1;DmCG32238
FBgn0046793	3L	4665927	4667389	1	CG32236	FBgn0045162;FBgn0052236;NEST:bs27g09;BcDNA:GH16763
FBgn0085295	3L	4677832	4678233	1	CG34266	
FBgn0035567	3L	4687587	4688774	1	CG7514	
FBgn0035568	3L	4688929	4690070	1	CG18418	FBgn0044685;anon-WO0140519.190
FBgn0035574	3L	4692783	4796253	5	RhoGEF64C	FBgn0035573;FBgn0052239;FBgn0062671;Guanine nucleotide exchange factor GEF64C;CG32239;GEF64C;EP(3)3035;EP3035;CG13710;CG13709;RhoGEF64C;Guanine nucleotide exchange factor 64C;Gef64C;RhoGEF;Rho guanine nucleotide exchange factor;GEF(64C);GEF;guanine nucleotide exchange factor;RhoGef64C;Guanine nucleotide exchange factor;RhoGEF64
FBgn0035569	3L	4694205	4694845	1	CG15876	HL3
FBgn0042199	3L	4697601	4698058	1	CG13713	FBgn0040702;HL2;CG18465
FBgn0035570	3L	4709209	4709890	1	CG13712	HL4
FBgn0035571	3L	4752393	4753738	4	CG12493	cg12493
FBgn0035572	3L	4757883	4758708	1	CG13711	HL5
FBgn0035575	3L	4803077	4805274	5	CG7509	tartan/capricious-like;CT1509
FBgn0042131	3L	4806053	4807406	1	CG18808	
FBgn0261797	3L	4807368	4825687	30	Dhc64C	FBgn0010349;FBgn0001059;FBgn0003565;DYHC;Dhc;CG7507;DHC;Dynein Heavy Chain;dynein heavy chain;dhc64C;dynein;Cytoplasmic dynein;cytoplasmic dynein;cytoplasmic dynenin;cytoplasmic dynein heavy chain;dhc;Dhc64;Dhc64c;cDhc;DHC64C;Laborc;CD;cDhc64C;Cdhc;Fs(3)Lab;HMW MAP;Lab;Fs(3)Laborc;Female sterile(3)Laborc;Cytoplasmic dynein heavy chain;l(3)64Ca;Fs(3)Sz18;Dynein heavy chain;dynein heavy chain 64C;cytoplasmic Dynein heavy chain;Dynein heavy-chain;dynein heavy-chain;dynein HC;Dynein;Su(Gl)77;Suppressor of Glued 77;dynein heavy chain at 64C;FCP-A;Dhc46C;dhc64c;Dynein heavy chain 64c;DHC1
FBgn0035577	3L	4829092	4833591	4	CG13708	CT33170
FBgn0035578	3L	4837791	4840108	3	CG13707	
FBgn0052237	3L	4849438	4852461	2	CG32237	FBgn0035579;FBgn0035580;FBgn0063054;CG13706;CG13703;BcDNA:RE17910
FBgn0047330	3L	4859810	4860470	1	CG32235	FBgn0052235;BcDNA:AT25643
FBgn0035581	3L	4861269	4895749	54	Dnah3	CG17150;DHC7B;DHC64C
FBgn0035582	3L	4896864	4898470	2	CG13705	CG13705-PA
FBgn0035583	3L	4898900	4900869	3	CG13704	FBgn0063680;BcDNA:RE40159
FBgn0028699	3L	4910368	4920198	18	Rh50	FBgn0028502;FBgn0029132;Rh-like;CG7499;BcDNA:GH03016
FBgn0005775	3L	4936758	5079033	6	Con	FBgn0004358;connectin;CON;con;CT1840;conn;transcript-35;anon-64C;Ubx-t35;CG7503
FBgn0035584	3L	4980003	4980769	1	CG17030	
FBgn0052232	3L	4993950	4996877	1	CG32232	
FBgn0035585	3L	5011444	5012133	2	ATPsynCF6L	CG12027;ATP synthase Coupling factor 6;ATPR;ATP synthase coupling factor 6;testis-enriched subunit F6
FBgn0035594	3L	5129674	5130240	1	CG4597	
FBgn0040842	3L	5131545	5132127	2	CG15212	FBgn0063040;BcDNA:RE28658
FBgn0040843	3L	5132796	5133220	2	CG15213	
FBgn0035593	3L	5133871	5135670	3	CG4603	dYOD1;Q9VRJ9
FBgn0035592	3L	5135748	5136292	2	CG10674	
FBgn0035591	3L	5136376	5138679	2	CG4611	
FBgn0035590	3L	5138652	5139395	1	Prpk	CG10673;Dm bud32;p53-related protein kinase ortholog
FBgn0035589	3L	5139619	5140473	1	CHMP2B	CG4618;cg4618
FBgn0035588	3L	5140440	5141646	3	CG10672	DHRS4
FBgn0035587	3L	5141953	5144317	7	Gdap1	CG4623;GDAP1;GDAP1 ortholog
FBgn0035586	3L	5144082	5146063	4	Fitm	i136;CG10671;FIT2
FBgn0263831	3L	5149849	5152376	5	Gen	FBgn0027914;FBgn0069101;mus324;DmGEN;CG10670;BcDNA:GM10765;mutagen-sensitive 324;DmGen
FBgn0010747	3L	5152678	5154777	2	Srp54k	FBgn0027916;CG4659;Srp54;l(3)01418;BcDNA.GM09489;BcDNA:GM09489
FBgn0052423	3L	5155821	5277944	56	shep	FBgn0027668;FBgn0035595;FBgn0035597;FBgn0035599;FBgn0046389;FBgn0062176;FBgn0062425;FBgn0063142;CG32423;anon-EST:Posey83;CG10668;cg10668;CG10649;CG10647;BcDNA:RH63980;BcDNA:LD40028;anon-WO0172774.41;anon-WO0118547.198;alan;alan shepard;alan-shepard;Shep;Alan shepard
FBgn0035598	3L	5234483	5236631	2	CG4669	FBgn0044681;anon-WO0140519.194
FBgn0016031	3L	5343619	5355923	6	lama	CG10645
FBgn0004380	3L	5356864	5359392	1	Klp64D	Kinesin2B;Kif3A;klp64D;CG10642;DmKlp64D;KLP64D;KLP4;Klp4;Kinesin-2;KLP64Ddm;kinesin-2;Klp 64D;KIF 3A;KIF3A;kif3A
FBgn0035601	3L	5362884	5366225	11	Uev1A	dUEV1a;dUev1A;DmUEV;UEV;CG10640;UEV1A;uev1a;Uev1a;UEV1a;dUEV1A;Uev1A;DmUev1a
FBgn0260856	3L	5366455	5367381	2	Membrin	FBgn0044509;FBgn0035602;FBgn0062854;membrin;CG4780;BcDNA:SD22572;fmembrin;moon cheese;SNARE/membrin;Memb
FBgn0035603	3L	5367341	5368008	2	Pfdn4	FBgn0062885;BcDNA:SD11994;CG10635;pfdn4;Pfdn4
FBgn0035604	3L	5378786	5382821	8	Ir64a	CT29782;IR64a;Ir64;CG10633;DmelIR64a;ionotropic receptor 64a;ir64a;DmIr64a
FBgn0035607	3L	5479790	5483663	2	CG4835	
FBgn0035608	3L	5497523	5498958	2	blanks	lump;CG10630;BLANKS
FBgn0085371	3L	5503528	5510860	12	CG34342	FBgn0035609;FBgn0052422;CG32422;CG10629;CG10629;CG32422
FBgn0035610	3L	5512421	5529341	7	Lkr	FBgn0044363;FBgn0046609;FBgn0046610;CG10626;Drosokinin receptor;DLKR;anon-WO0170980.119;anon-WO0170980.118;anon-WO0131005.17;dLKR;LK-R;leucokinin receptor;LkR;lkr;LKR;Kinin receptor
FBgn0035611	3L	5533968	5535759	7	CG13285	FBgn0035611
FBgn0035612	3L	5538411	5551159	40	frm	FBgn0062155;anon-WO0118547.236;CG10625
FBgn0010894	3L	5559470	5561598	1	sinu	FBgn0035613;Sinu;CG10624;i8;l(3)06524;6524;Sinuous
FBgn0029118	3L	5561701	5563691	5	ScsbetaG	FBgn0035614;142911_at;sucB;sucb;CG10622;Sucb;G-Sbeta;GTP-specific SCSbeta;GTP-specific form of the succinyl-CoA synthetase beta subunit;Succinyl coenzyme A synthetase GDP-forming beta subunit;SucB;succinyl CoA synthetase
FBgn0029121	3L	5563774	5565103	2	Sras	FBgn0035615;CG4852;prenyl protease type II;FAC2_DROME
FBgn0040239	3L	5565231	5566765	1	bc10	FBgn0035616;dbc10;CG4867
FBgn0035617	3L	5583669	5590390	3	l(3)psg2	FBgn0025986;clone 1.47;anon-EST:Liang-1.47;psg2;CG5146
FBgn0003486	3L	5590083	5592571	2	spo	FBgn0035618;Cyp307a1;CYP307A1-Dm;307a1;Spo;CG10594;Dmspo;spook;CYP307A1;Spook
FBgn0035619	3L	5592741	5595272	3	Alp10	CG10592
FBgn0035620	3L	5595542	5597422	2	Alp9	CG5150
FBgn0035621	3L	5598557	5599692	2	CG10591	
FBgn0035622	3L	5601096	5603979	4	TM9SF3	TM9SF3;CG10590
FBgn0035623	3L	5604790	5607190	7	mthl2	FBgn0046544;FBgn0046545;Mth-2;Mth-like 2;mth-like 2;CG17795;anon-WO0170980.29;anon-WO0170980.28;Methuselah-like 2;Mthl2
FBgn0035624	3L	5607162	5608300	4	Eaf6	Eaf6;dEaf6;CG12756
FBgn0085447	3L	5657913	5749599	260	sif	FBan0032414;FBgn0035629;FBgn0035628;FBgn0019656;CG32414;FBgn0052414;FBgn0019652;CG5406;CG34418;still life type 1;SIF;Still life;RhoGEF;CG5406;still life type 2;slf;still life;CG5256;CG32414;Sif;still-life;Still Life;Dm_3L:26493;lincRNA.447;Stilllife
FBgn0035627	3L	5659700	5662247	7	Sse	FBgn0002461;sse;separase;SSE;l(3)SG14;l(3)13m-281;lethal(3)SG14;CG10583
FBgn0284236	3L	5664121	5749599	3	CG46320	sif-5'utr
FBgn0265714	3L	5713331	5714029	1	CG44521	
FBgn0016756	3L	5752973	5761886	20	Usp47	FBgn0013225;FBgn0047212;Ubp64;UBP;D-UBP-64E;D-Ubp-64E;E(var)3-64E;E-var(3)64E;E(var)1;CG5486;BcDNA:LD12764;ubp64;Ubp64E;ubp64E;dUbp64;dUSP47;Ubiquitin-specific protease 64E;Q24574;usp47;Upd64E;UBP64E
FBgn0035630	3L	5761963	5765702	18	CG10576	FBgn0046317;BEST:CK00496;proliferation-associated protein
FBgn0035631	3L	5765846	5767084	3	Txl	FBgn0062146;txl;CG5495;anon-WO0118547.248;Thioredoxin;5495;thioredoxin-like
FBgn0260936	3L	5769002	5776271	23	scny	FBgn0035633;FBgn0062147;FBgn0010777;dUsp36;USP36;CG5505;scny;l(3)02331;scrawny;dUSP36;anon-WO0118547.247;mule;Ubiquitin specific protease 36;2331;lethal (3) 02331;Scrawny;et;emperor's thumb;Ubiquitin-specific protease 36;Usp36;ubiquitin C-terminal hydrolase 36;ubiquitin-specific protease 36;Scny;Q9VRP5;usp36
FBgn0052418	3L	5776324	5777333	2	vito	FBgn0035634;CG10569;CG32418
FBgn0040298	3L	5777476	5779591	4	Myt1	FBgn0035634;FBgn0052417;myt1;Dmyt1;MYT 1;dMyt1;CG10569;CG32417;MYT1
FBgn0044419	3L	5780051	5784685	13	Pmi	CG32912;FBgn0035635;FBgn0052912;FBgn0053718;FBtr0077105;FBpp0076811;FBtr0077106;FBpp0076812;FBtr0077107;FBpp0076813;FBtr0077108;FBpp0076814;FBtr0077109;FBpp0076815;PMI;CG32912;CG33718;CG5523
FBgn0035636	3L	5783215	5786718	1	Cralbp	CG10546;CRALBP
FBgn0086694	3L	5789831	5794192	6	Bre1	FBgn0035637;FBgn0010756;CG10542;bre1;l(3)01640;lethal (3) 01640;dBre1;dBRE1;EC3-8;BRE1;Bre-1;bre-1
FBgn0283472	3L	5797549	5810931	20	S6k	FBgn0015806;FBgn0010455;FBgn0011551;FBgn0004460;S6K;S6 kinase;RPS6-p70-protein kinase;dS6K;ribosomal protein S6 kinase;S6K1;s6k;p70/S6K;dS6 kinase;S6kinase;CG10539;dS6k;ds6k;s6k11;p70 S6K;DS6K;p70[S6kinase];p70[S6 kinase];fs(3)07084;Dp70s6k;p70s6K;dps6k;dp70s6k;7084;p70[S6k];p70S6K;Dp70[s6k];Dp70S6k;dp70[S6k];l(3)07084;p70 s6 kinase;p70 ribosomal S6 kinase;S6-kinase;p70[S6K];ribosomal S6 protein kinase;10539;p70 S6 kinase;p70 S6 Kinase;S6 Kinase;S6k|S6K;p70S6K kinase;p70S6 kinase;S6K kinase;p70 S6 kinase 1;7-10;Pk?6;Protein kinase-like 64F;Pk64F;p-S6K;d-S6K;dP70S6K;dS6K1
FBgn0259167	3L	5803033	5805749	5	CG42272	CG32416;CG32415;FBgn0052415;FBgn0052416;CG32415;CG32416
FBgn0035639	3L	5810973	5812228	5	kri	FBgn0025533;anon-EST:Posey275;uprt;CG5537
FBgn0035640	3L	5812135	5813093	3	mad2	CG17498;Mad2;MAD2
FBgn0003984	3L	5813338	5845664	12	vn	FBgn0001609;FBgn0002436;FBgn0010946;FBgn0011493;l(3)vn10567;vein;Vein;Vn;CT29452;P1749;ddd;l(3)L6A;defective dorsal discs;wvn;l(3)rF264;l(3)ddd;l(3)10568;l(3)10567;CG10491;Dm vn;Dm vein;VEIN
FBgn0035641	3L	5871501	5873518	3	CG5568	
FBgn0035642	3L	5873311	5875466	6	CG18586	
FBgn0035643	3L	5882304	5884090	2	CG13287	
FBgn0035645	3L	5897638	5899395	3	CG5592	
FBgn0052409	3L	5899528	5900936	4	CG32409	FBgn0063150;BcDNA:LD24586
FBgn0052412	3L	5900835	5902456	6	QC	FBgn0035646;CG10487;DromeQC;CG32412
FBgn0052413	3L	5902887	5904055	4	CG32413	FBgn0035646;CG10487
FBgn0035647	3L	5904211	5906699	6	CG10486	
FBgn0035648	3L	5907381	5917540	8	CG13288	dmCG13288
FBgn0035649	3L	5917905	5921316	11	CG10483	
FBgn0052407	3L	5922055	5923567	6	CG32407	FBgn0035650;FBgn0061442;CG10727;BcDNA:AT29938
