CDS_name	CDS_loc	length	gene_name
CG42807-PA	2R:complement(join(13571630..13571965,13572030..13572530));	837	CG42807
CG42808-PA	2R:complement(13573775..13574182);	408	CG42808
CG42809-PA	2L:13457636..13458073;	438	CG42809
CG42810-PA	2L:13459816..13460145;	330	CG42810
CG42811-PA	3R:complement(join(24366527..24366683,24366736..24367220));	642	CG42811
CG42812-PA	3R:complement(join(24367360..24367519,24367581..24367981,24368035..24368127));	654	CG42812
CG42813-PB	3R:complement(join(27227707..27227941,27228068..27228471));	639	CG42813
CG42814-PA	3R:complement(27228719..27229432);	714	CG42814
CG42815-PA	3L:complement(17791156..17791461);	306	CG42815
CG42816-PB	3L:complement(join(17792095..17792290,17792363..17792428,17792484..17792809,17792880..17793189,17793253..17793541,17793613..17793870,17793938..17794772,17794828..17795460,17795613..17796827,17796889..17797140));	4380	CG42816
Ca-Ma2d-PA	2L:join(16232074..16232234,16235620..16236949,16237134..16237310,16237368..16237445,16237510..16237886,16237951..16238099,16238155..16238660,16238728..16238970,16239042..16239135,16239202..16239623,16239813..16239923);	3648	Ca
CG42818-PB	2L:join(16242081..16244959,16245017..16245154,16245219..16245459);	3258	CG42818
CG42819-PA	2L:complement(8388829..8389269);	441	CG42819
CG42820-PA	2L:complement(join(8390085..8391209,8391284..8391808,8391876..8392295));	2070	CG42820
CG42821-PA	3R:join(17413088..17413262,17413321..17413473,17413531..17413541);	339	CG42821
CG42822-PA	3R:join(17413932..17414106,17414174..17414326,17414389..17414399);	339	CG42822
CG42823-PA	3R:complement(join(17404535..17404572,17404630..17404815,17404874..17405105));	456	CG42823
CG42824-PA	3R:complement(17406071..17406511);	441	CG42824
CG42825-PA	3L:complement(join(10095835..10096968,10097030..10097202,10097752..10098001));	1557	CG42825
CG42826-PA	3L:complement(join(10099357..10100478,10100582..10100881));	1422	CG42826
CG42827-PC	3R:join(23373120..23373234,23373301..23373536);	351	CG42827
CG42828-PB	3R:join(23373703..23373778,23373851..23374044);	270	CG42828
CG42830-PA	2L:complement(17812041..17812604);	564	CG42830
CadN2-PC	2L:complement(join(17788305..17788624,17789083..17789256,17789335..17789556,17794473..17794714,17796753..17796923,17797348..17799673,17801697..17802605,17803077..17803497,17806368..17806505,17809238..17809402,17810823..17810938,17815574..17815717,17827421..17827472));	5400	CadN2
CG42831-PA	3L:10815069..10815443;	375	CG42831
CG42832-PA	3L:11610135..11610332;	198	CG42832
CG42833-PA	3L:20200118..20200381;	264	CG42833
CG42834-PA	3R:17418785..17419153;	369	CG42834
CG42835-PA	3R:17420638..17420964;	327	CG42835
CG42837-PA	2R:16197328..16197516;	189	CG42837
d-PD	2L:join(8479634..8479724,8483130..8483416,8483566..8484153,8484810..8485514,8486022..8487681,8487745..8487902,8487970..8488215);	3735	d
d-PE	2L:join(8476291..8476709,8476806..8477023,8483130..8483416,8483566..8484153,8484810..8485514,8486022..8487681,8487745..8487902,8487970..8488215);	4281	d
CG42841-PB	3L:complement(2005307..2005546);	240	CG42841
CG42846-PA	3L:complement(join(231016..231485,231556..231589));	504	CG42846
CG42847-PA	2L:join(9428023..9428395,9428450..9428502);	426	CG42847
Spn77Ba-PA	3L:join(20317773..20317788,20318384..20318813,20318871..20319141,20319198..20319566,20319625..20319891);	1353	Spn77Ba
Csk-PF	3R:complement(join(11634820..11634996,11635058..11635144,11635216..11635411,11635469..11635630,11635701..11635969,11636025..11636244,11636302..11637005,11637070..11637426));	2172	Csk
Csk-PG	3R:complement(join(11634820..11634996,11635058..11635144,11635216..11635411,11635469..11635630,11635701..11635969,11636025..11636244,11636302..11637005,11637070..11637614,11642276..11643074));	3159	Csk
Csk-PH	3R:complement(join(11634820..11634996,11635058..11635144,11635216..11635411,11635469..11635630,11635701..11635969,11636025..11636244,11636302..11637005,11637070..11637614,11646788..11646845));	2418	Csk
CG42851-PB	2R:24809462..24809656;	195	CG42851
CG42852-PA	3L:join(16755500..16755524,16755592..16755665);	99	CG42852
CG42853-PA	3L:complement(join(18121016..18121377,18121435..18121927));	855	CG42853
CG42854-PA	X:complement(join(17246369..17246475,17246529..17246682,17246746..17246967));	483	CG42854
CG42855-PB	2R:18687449..18687679;	231	CG42855
Sik3-PA	2R:join(18692665..18692862,18699305..18699640,18699704..18699959,18700019..18700611,18700670..18700952,18701018..18701261,18701319..18701517);	2109	Sik3
Sik3-PB	2R:join(18692665..18692862,18699305..18699640,18699704..18699959,18700019..18700611,18700670..18700952,18701018..18701261,18701319..18701485,18701921..18702187,18702519..18702683,18702777..18703879,18703992..18704795);	4416	Sik3
Sik3-PD	2R:join(18692665..18692862,18699305..18699640,18699704..18699959,18700019..18700611,18700670..18700952,18701018..18701261,18701319..18701485,18701921..18702187,18702528..18702683,18702777..18703879,18703992..18704795);	4407	Sik3
Sik3-PE	2R:join(18692665..18692862,18699305..18699640,18699704..18699959,18700019..18700611,18700670..18700952,18701018..18701261,18701319..18701485,18702519..18702683,18702777..18703879,18703992..18704795);	4149	Sik3
Sik3-PF	2R:join(18692665..18692862,18699305..18699640,18699704..18699959,18700019..18700611,18700670..18700952,18701018..18701261,18701319..18701485,18702528..18702683,18702777..18703879,18703992..18704795);	4140	Sik3
CG42857-PA	3R:complement(join(9820629..9820952,9821010..9821102));	417	CG42857
f-PK	X:join(17275663..17275750,17277615..17278143,17278951..17279311,17279419..17279667,17279733..17279941,17280010..17280400);	1827	f
f-PF	X:join(17259475..17260331,17262640..17262978,17268519..17268989,17269931..17270114,17271222..17271404,17271488..17272705,17272892..17273348,17273512..17273832,17277615..17278143,17278951..17279311,17279419..17279667,17279745..17279941,17280010..17280400);	5757	f
f-PB	X:join(17262770..17262978,17269931..17270114,17271222..17271404,17271488..17272705,17272892..17273348,17273512..17273832,17277615..17278143,17278951..17279311,17279419..17279667,17279733..17279941,17280010..17280400);	4311	f
f-PC	X:join(17268562..17268989,17269931..17270114,17271222..17271404,17271488..17272705,17272892..17273348,17273512..17273832,17277615..17278143,17278951..17279311,17279419..17279667,17279733..17279941,17280010..17280400);	4530	f
f-PG	X:join(17278788..17278819,17278951..17279311,17279419..17279667,17279733..17279941,17280010..17280400);	1242	f
f-PH	X:join(17249802..17250733,17262640..17262978,17269931..17270114,17271222..17271404,17271488..17272705,17272892..17273348,17273512..17273832,17277615..17278143,17278951..17279311,17279419..17279667,17279733..17279941,17280010..17280400);	5373	f
f-PI	X:join(17265719..17265780,17268519..17268989,17269931..17270114,17271222..17271404,17271488..17272705,17272892..17273348,17273512..17273832,17277615..17278143,17278951..17279311,17279419..17279667,17279733..17279941,17280010..17280400);	4635	f
f-PJ	X:join(17259475..17260331,17262640..17262978,17269931..17270114,17271222..17271404,17271488..17272705,17272892..17273348,17273512..17273832,17277615..17278143,17278951..17279311,17279419..17279667,17279745..17279941,17280010..17280400);	5286	f
sro-PA	3R:join(29794636..29794751,29794807..29795698);	1008	sro
RanBPM-PA	2R:join(10430586..10431915,10433039..10433203,10433275..10433465,10433542..10433723,10433787..10433899,10433961..10434112,10434171..10434373,10434427..10434590,10434652..10434785,10434918..10435029,10435086..10435222);	2883	RanBPM
RanBPM-PC	2R:join(10431672..10431915,10433039..10433203,10433275..10433465,10433542..10433723,10433787..10433899,10433961..10434112,10434171..10434373,10434427..10434590,10434652..10434785,10434918..10435029,10435086..10435222);	1797	RanBPM
RanBPM-PD	2R:join(10430586..10431915,10433039..10433203,10433275..10433465,10433542..10433723,10433787..10433899,10433961..10434112,10434171..10434373,10434427..10434590,10434646..10434785,10434918..10435029,10435086..10435222);	2889	RanBPM
RanBPM-PF	2R:join(10431672..10431915,10433039..10433203,10433275..10433465,10433542..10433723,10433787..10433899,10433961..10434112,10434171..10434373,10434427..10434590,10434637..10434785,10434918..10435029,10435086..10435723);	2313	RanBPM
RanBPM-PE	2R:join(10430586..10431915,10433039..10433203,10433272..10433465,10433542..10433723,10433787..10433899,10433961..10434112,10434171..10434373,10434427..10434590,10434652..10434785,10434918..10435029,10435086..10435222);	2886	RanBPM
RanBPM-PG	2R:join(10430586..10431915,10433039..10433203,10433275..10433465,10433542..10433723,10433787..10433899,10433961..10434112,10434171..10434373,10434427..10434590,10434652..10434785,10434918..10435029,10435086..10435723);	3384	RanBPM
CG17683-PA	2R:join(4131062..4131124,4131176..4131268,4131322..4131979,4132037..4132656);	1434	CG17683
CG17683-PD	2R:join(4131307..4131979,4132037..4132656);	1293	CG17683
CG17683-PE	2R:join(4131709..4131979,4132037..4132656);	891	CG17683
CG17683-PC	2R:join(4131062..4131124,4131188..4131268,4131322..4131979,4132037..4132656);	1422	CG17683
RNASEK-PB	2R:complement(join(4187594..4187692,4187760..4187879,4187946..4188014));	288	RNASEK
IntS3-PA	2R:complement(join(4235867..4235938,4235995..4236177,4236237..4236362,4236413..4236557,4236699..4236856,4236914..4237723,4238019..4238209,4238273..4238462,4238523..4239156,4242089..4242699,4242761..4242847));	3207	IntS3
l(2)41Ab-PA	2R:join(1367588..1368399,1368467..1368609,1437834..1438393,1439013..1439157,1442769..1442977,1443029..1443832);	2673	l(2)41Ab
l(2)41Ab-PB	2R:join(1367837..1368399,1368467..1368609,1437834..1438393,1439013..1439157,1442769..1442977,1443029..1443832);	2424	l(2)41Ab
uex-PE	2R:complement(join(3900786..3901330,3918151..3918417,3918475..3919120,3919185..3919358,3933011..3933226,3933275..3933463,3938552..3938885,3942934..3943067));	2505	uex
Sec23-PE	3R:join(5649382..5649660,5649720..5650969,5651032..5651185,5651254..5651802,5651981..5652004,5652381..5652470);	2346	Sec23
Sec23-PD	3R:join(5649382..5649660,5649720..5650969,5651032..5651185,5651254..5651802,5651981..5652001,5652381..5652470);	2343	Sec23
Sec23-PB	3R:join(5649382..5649660,5649720..5650969,5651032..5651185,5651254..5651802,5652381..5652470);	2322	Sec23
Sec24CD-PB	2L:complement(join(2232048..2232188,2232257..2233047,2233110..2233977,2234235..2234350,2234409..2234868,2234928..2235899,2236308..2236541));	3582	Sec24CD
Sec24CD-PC	2L:complement(join(2231934..2232188,2232257..2233047,2233110..2233977,2234235..2234350,2234409..2234868,2234928..2235899,2236308..2236541));	3696	Sec24CD
kibra-PB	3R:complement(join(14698884..14699340,14699401..14699610,14699678..14699798,14699861..14700172,14700245..14700638,14700709..14700889,14700956..14702585,14702891..14703189,14723311..14723573));	3867	kibra
trh-PD	3L:complement(join(367390..368941,369003..369150,369310..369416,369480..369673,370203..370289,370607..370728,370906..371215,371440..371507,373660..373895,376419..376663));	3069	trh
trh-PE	3L:complement(join(367582..368941,369003..369150,369310..369416,369480..369673,370203..370289,370607..370728,370924..371215,371440..371507,373660..373895,376419..376663));	2859	trh
trh-PA	3L:complement(join(367582..368941,369003..369150,369310..369416,369480..369673,370203..370289,370607..370728,370906..371215,371440..371507,373660..373895,376419..376663));	2877	trh
trh-PB	3L:complement(join(367582..368941,369003..369150,369310..369416,369480..369673,370607..370728,370906..371215,371440..371507,373660..373895,376419..376663));	2790	trh
trh-PC	3L:complement(join(367582..368941,369003..369150,369310..369416,369480..369673,370607..370728,370906..371215,371440..371507,373660..373895,383579..383626,383791..383823,391486..391760));	2901	trh
trh-PF	3L:complement(join(367582..368941,369003..369150,369310..369416,369480..369673,370203..370289,370607..370728,370924..371215,371440..371507,373660..373895,383579..383626,383791..383823,391486..391760));	2970	trh
trh-PG	3L:complement(join(367582..368941,369003..369150,369310..369416,369480..369673,370607..370728,370924..371215,371440..371507,373660..373895,376419..376663));	2772	trh
CG42866-PA	2L:complement(join(19961439..19961579,19961639..19961662));	165	CG42866
CG42867-PB	2R:join(22665684..22665784,22665847..22665949);	204	CG42867
CG42869-PB	3R:complement(join(21736570..21736632,21736687..21736824));	201	CG42869
CG42870-PB	3R:complement(join(21737008..21737121,21737186..21737356));	285	CG42870
MtnE-PB	3R:complement(join(20534429..20534529,20534610..20534634));	126	MtnE
CG42876-PB	2L:complement(join(15811341..15811871,15811930..15812130));	732	CG42876
CG9932-PC	2L:complement(join(13023323..13025497,13027345..13027744,13027809..13028551,13028868..13029642,13029727..13031333));	5700	CG9932
CG9932-PA	2L:complement(join(13023323..13025497,13026529..13027744,13027809..13028551,13028868..13029642,13029727..13031333));	6516	CG9932
CG9932-PD	2L:complement(join(13023323..13025497,13027066..13027744,13027809..13028539,13028868..13029642,13029727..13031333));	5967	CG9932
CG9932-PE	2L:complement(join(13023323..13025497,13026529..13027744,13027809..13028539,13028868..13029642,13029727..13031333));	6504	CG9932
calypso-PB	2R:complement(join(16194435..16195657,16195717..16195909));	1416	calypso
ana1-PA	3R:join(24530786..24530914,24530992..24532601,24532679..24532802,24532859..24536185);	5190	ana1
magu-PA	2R:join(10057269..10057343,10060223..10060382,10060687..10061189,10061250..10061364,10061618..10061896,10062100..10062191,10062250..10062530,10062706..10062840,10062900..10063039,10063098..10063159);	1842	magu
magu-PF	2R:join(10057269..10057343,10060223..10060382,10060687..10061189,10061250..10061364,10062100..10062191,10062250..10062530,10062706..10062840,10062900..10063039,10063098..10063159);	1563	magu
CG42878-PB	2R:join(19587316..19587391,19587444..19587640);	273	CG42878
CG43049-PA	3L:join(18925169..18925387,18925436..18925585,18925814..18926086);	642	CG43049
CG43049-PB	3L:join(18925169..18925387,18925454..18925585,18925814..18926086);	624	CG43049
CG43050-PA	2L:join(13119496..13119532,13119698..13119783,13119845..13119935,13119996..13120088,13120158..13120369);	519	CG43050
CG43052-PB	2L:join(14352156..14352345,14352398..14352603);	396	CG43052
CG43054-PA	2L:17627901..17628311;	411	CG43054
CG43055-PA	2L:join(4411157..4411244,4411312..4411766);	543	CG43055
CG43056-PA	2L:join(4437819..4437846,4437906..4438055,4438109..4438179);	249	CG43056
CG43057-PA	2L:complement(join(8243513..8243704,8243759..8243868,8243919..8243988));	372	CG43057
CG43058-PA	2R:complement(13600710..13601012);	303	CG43058
CG43059-PA	3L:complement(join(8318587..8318729,8318778..8318868));	234	CG43059
CG43060-PA	3R:join(8041248..8041259,8041333..8041608);	288	CG43060
CG43061-PA	3R:join(8049702..8049779,8049838..8049921);	162	CG43061
CG43062-PA	3R:11750375..11750899;	525	CG43062
CG43063-PA	3R:join(13086258..13086276,13086327..13086712);	405	CG43063
CG43064-PA	3L:complement(11835247..11836692);	1446	CG43064
Scox-PA	2L:complement(join(4968007..4968368,4968432..4968825));	756	Scox
Tl-PB	3R:join(26837737..26838956,26839074..26841147);	3294	Tl
Tl-PC	3R:join(26837737..26838956,26839074..26841207);	3354	Tl
bru2-PE	2L:join(12351996..12352783,12358041..12358261,12359601..12359683,12362601..12362649,12385562..12385740,12389190..12389670,12393391..12393858,12395900..12396040,12396293..12396564);	2682	bru2
bru2-PA	2L:join(12351996..12352783,12358041..12358261,12359601..12359683,12362601..12362649,12385562..12385740,12389190..12389670,12391929..12392026);	1899	bru2
bru2-PD	2L:join(12351996..12352783,12358041..12358261,12359601..12359683,12362601..12362649,12385562..12385740,12389190..12389670,12395900..12396040,12396293..12396564);	2214	bru2
bru2-PF	2L:join(12351996..12352783,12358041..12358261,12362601..12362635);	1044	bru2
bru2-PH	2L:join(12373697..12374111,12385562..12385740,12389190..12389670,12393391..12393858,12395900..12396040,12396293..12396564);	1956	bru2
bru2-PG	2L:join(12351996..12352783,12358041..12358261,12359601..12359683,12362601..12362649,12385562..12385740,12389190..12389670,12393422..12393615);	1995	bru2
bru2-PI	2L:join(12385582..12385740,12389190..12389670,12395900..12396040,12396293..12396564);	1053	bru2
CG43066-PA	2R:join(18519182..18519452,18520428..18520660,18520718..18521295,18521647..18521788,18521856..18522217,18522281..18522443,18522517..18522720,18522973..18523041,18523194..18523199);	2028	CG43066
CG43066-PC	2R:join(18519182..18519452,18520428..18520660,18520718..18521295,18521647..18521788,18521856..18522217,18522281..18522443,18522517..18522720,18524233..18524445);	2166	CG43066
